IBEX 35 (IBEX);Iberdrola;463;10,565;10,560;10,715;2023-08-17
IBEX 35 (IBEX);Inditex;461;34,000;33,640;34,050;2023-08-17
IBEX 35 (IBEX);Indra;465;13,190;13,170;13,310;2023-08-17
IBEX 35 (IBEX);Inmob colonial;9060;5,380;5,370;5,455;2023-08-17
IBEX 35 (IBEX);Laboratorios Farmaceuticos ROVI SA;32178;48,400;47,880;48,620;2023-08-17
IBEX 35 (IBEX);Logista;104388;24,94;24,84;25,14;2023-08-17
IBEX 35 (IBEX);Mapfre;466;1,890;1,874;1,895;2023-08-17
IBEX 35 (IBEX);Melia Hotels International SA;32188;6,120;6,120;6,235;2023-08-17
IBEX 35 (IBEX);Merlin Properties SA;102931;8,040;8,025;8,165;2023-08-17
IBEX 35 (IBEX);Naturgy Energy;456;25,620;25,600;26,300;2023-08-17
IBEX 35 (IBEX);Red Electrica;460;14,555;14,555;14,760;2023-08-17
IBEX 35 (IBEX);Repsol;462;13,815;13,660;13,850;2023-08-17
IBEX 35 (IBEX);Sacyr Valle;472;2,874;2,868;2,908;2023-08-17
IBEX 35 (IBEX);Santander;474;3,5570;3,5380;3,5860;2023-08-17
IBEX 35 (IBEX);Solaria Energia y Medio Ambiente;32180;12,865;12,865;13,185;2023-08-17
IBEX 35 (IBEX);Telefonica;469;3,6030;3,5730;3,6050;2023-08-17
IBEX 35 (IBEX);Unicaja Banco;1013395;1,018;1,018;1,036;2023-08-17
PSI (PSI20);Altri;428;4,168;4,150;4,190;2023-08-18
PSI (PSI20);BCP;430;0,2474;0,2446;0,2485;2023-08-18
PSI (PSI20);Corticeira Amorim;15156;9,77;9,73;10,10;2023-08-18
PSI (PSI20);CTT Correios de Portugal SA;49929;3,37;3,35;3,38;2023-08-18
PSI (PSI20);EDP Renováveis;14606;16,50;16,22;16,67;2023-08-18
PSI (PSI20);Energias de Portugal;424;4,141;4,084;4,168;2023-08-18
PSI (PSI20);Galp Energia;421;12,31;12,10;12,31;2023-08-18
PSI (PSI20);Greenvolt Energias Renovaveis;1174982;6,065;6,010;6,085;2023-08-18
PSI (PSI20);Ibersol Reg;15165;6,72;6,66;6,74;2023-08-18
PSI (PSI20);Jeronimo Martins;423;23,36;23,22;23,70;2023-08-18
PSI (PSI20);Mota-Engil;433;2,420;2,390;2,425;2023-08-18
PSI (PSI20);Nos SGPS SA;13807;3,31;3,28;3,32;2023-08-18
PSI (PSI20);REN;434;2,455;2,445;2,465;2023-08-18
PSI (PSI20);Semapa;437;13,16;13,06;13,18;2023-08-18
PSI (PSI20);Sonae;439;0,9500;0,9430;0,9550;2023-08-18
PSI (PSI20);The Navigator;431;3,176;3,170;3,200;2023-08-18
DAX (GDAXI);Adidas;348;183,60;181,48;184,34;2023-08-18
DAX (GDAXI);Airbus Group;962988;126,66;125,28;127,30;2023-08-18
DAX (GDAXI);Allianz;347;221,15;219,05;222,20;2023-08-18
DAX (GDAXI);BASF;345;45,555;45,115;45,670;2023-08-18
DAX (GDAXI);Bayer;346;50,32;50,04;51,12;2023-08-18
DAX (GDAXI);Beiersdorf;6283;119,500;118,700;119,800;2023-08-18
DAX (GDAXI);BMW;652;98,250;97,510;98,800;2023-08-18
DAX (GDAXI);Brenntag AG;14145;71,580;70,880;71,880;2023-08-18
DAX (GDAXI);Commerzbank;358;10,055;9,932;10,155;2023-08-18
DAX (GDAXI);Continental;353;65,80;65,08;66,08;2023-08-18
DAX (GDAXI);Covestro;958839;47,900;47,800;48,590;2023-08-18
DAX (GDAXI);Daimler Truck Holding;1181372;33,25;32,80;33,36;2023-08-18
DAX (GDAXI);Deutsche Bank;352;9,870;9,762;9,896;2023-08-18
DAX (GDAXI);Deutsche Borse;359;162,950;162,000;163,700;2023-08-18
DAX (GDAXI);Deutsche Post;354;42,905;42,600;43,205;2023-08-18
DAX (GDAXI);Deutsche Tel.;656;19,008;18,906;19,114;2023-08-18
DAX (GDAXI);Dr Ing hc F Porsche Prf;1194617;102,10;100,30;103,60;2023-08-18
DAX (GDAXI);E.ON;9251;11,195;11,120;11,230;2023-08-18
DAX (GDAXI);Fresenius SE;6284;29,180;28,970;29,420;2023-08-18
DAX (GDAXI);Hannover Rueckversicherung AG;6298;194,75;193,60;197,05;2023-08-18
DAX (GDAXI);Heidelbergcement;6334;76,320;75,660;76,900;2023-08-18
DAX (GDAXI);Henkel;357;71,98;71,56;72,18;2023-08-18
DAX (GDAXI);Infineon;659;31,995;31,475;32,080;2023-08-18
DAX (GDAXI);Mercedes Benz Group;355;67,020;66,390;67,150;2023-08-18
DAX (GDAXI);Merck;658;159,05;157,80;160,35;2023-08-18
DAX (GDAXI);Mtu Aero Engines Holding AG;6321;201,70;199,80;202,50;2023-08-18
DAX (GDAXI);Munchener Ruck;662;355,30;352,10;357,70;2023-08-18
DAX (GDAXI);Porsche Automobil Holding SE;356;48,980;48,190;49,530;2023-08-18
DAX (GDAXI);Qiagen NV;6336;39,570;39,210;39,570;2023-08-18
DAX (GDAXI);Rheinmetall;665;249,400;244,600;250,700;2023-08-18
DAX (GDAXI);RWE;6306;38,350;38,200;38,770;2023-08-18
DAX (GDAXI);SAP;663;124,180;122,700;124,340;2023-08-18
DAX (GDAXI);Sartorius AG Vz;19900;354,200;349,600;366,300;2023-08-18
DAX (GDAXI);Siemens;350;134,40;133,50;135,02;2023-08-18
DAX (GDAXI);Siemens Energy AG;1166602;13,12;13,00;13,40;2023-08-18
DAX (GDAXI);Siemens Healthineers;1072226;45,51;45,34;46,00;2023-08-18
DAX (GDAXI);Symrise AG;6328;88,520;87,960;89,300;2023-08-18
DAX (GDAXI);Volkswagen VZO;22402;114,46;113,10;114,86;2023-08-18
DAX (GDAXI);Vonovia;49817;19,75;19,53;20,06;2023-08-18
DAX (GDAXI);Zalando SE;942333;26,46;26,40;27,20;2023-08-18
IBEX 35 (IBEX);Acciona;449;124,650;123,400;125,750;2023-08-18
IBEX 35 (IBEX);Acerinox;445;9,010;8,952;9,100;2023-08-18
IBEX 35 (IBEX);ACS;442;31,300;30,960;31,320;2023-08-18
IBEX 35 (IBEX);Aena;945627;139,50;137,15;140,05;2023-08-18
IBEX 35 (IBEX);Amadeus;14615;61,520;61,120;61,840;2023-08-18
IBEX 35 (IBEX);ArcelorMittal;32439;23,690;23,475;24,085;2023-08-18
IBEX 35 (IBEX);Banco de Sabadell;473;1,1005;1,0870;1,1025;2023-08-18
IBEX 35 (IBEX);Bankinter;447;5,944;5,920;6,006;2023-08-18
IBEX 35 (IBEX);BBVA;446;7,060;6,990;7,072;2023-08-18
IBEX 35 (IBEX);Caixabank;452;3,810;3,767;3,808;2023-08-18
IBEX 35 (IBEX);Cellnex Telecom;951681;34,37;33,86;34,37;2023-08-18
IBEX 35 (IBEX);Corporacion Acciona Energias Renovables;1174892;25,56;25,10;25,82;2023-08-18
IBEX 35 (IBEX);Enagas;453;15,335;15,255;15,410;2023-08-18
IBEX 35 (IBEX);Endesa;13816;18,640;18,455;18,700;2023-08-18
IBEX 35 (IBEX);Ferrovial;459;28,820;28,560;29,140;2023-08-18
IBEX 35 (IBEX);Fluidra SA;32285;20,940;20,540;21,140;2023-08-18
IBEX 35 (IBEX);Grifols;458;13,250;13,180;13,575;2023-08-18
IBEX 35 (IBEX);IAG;13809;1,885;1,854;1,903;2023-08-18
IBEX 35 (IBEX);Iberdrola;463;10,625;10,540;10,700;2023-08-18
IBEX 35 (IBEX);Inditex;461;33,990;33,640;34,020;2023-08-18
IBEX 35 (IBEX);Indra;465;13,250;13,090;13,260;2023-08-18
IBEX 35 (IBEX);Inmob colonial;9060;5,275;5,255;5,375;2023-08-18
IBEX 35 (IBEX);Laboratorios Farmaceuticos ROVI SA;32178;48,020;47,860;48,820;2023-08-18
IBEX 35 (IBEX);Logista;104388;24,68;24,54;24,90;2023-08-18
IBEX 35 (IBEX);Mapfre;466;1,884;1,872;1,893;2023-08-18
IBEX 35 (IBEX);Melia Hotels International SA;32188;6,090;6,040;6,155;2023-08-18
IBEX 35 (IBEX);Merlin Properties SA;102931;7,920;7,850;8,025;2023-08-18
IBEX 35 (IBEX);Naturgy Energy;456;25,440;25,320;25,800;2023-08-18
IBEX 35 (IBEX);Red Electrica;460;14,625;14,510;14,740;2023-08-18
IBEX 35 (IBEX);Repsol;462;13,860;13,660;13,890;2023-08-18
IBEX 35 (IBEX);Sacyr Valle;472;2,852;2,820;2,860;2023-08-18
IBEX 35 (IBEX);Santander;474;3,5515;3,5090;3,5590;2023-08-18
IBEX 35 (IBEX);Solaria Energia y Medio Ambiente;32180;12,990;12,760;13,100;2023-08-18
IBEX 35 (IBEX);Telefonica;469;3,6260;3,5820;3,6380;2023-08-18
IBEX 35 (IBEX);Unicaja Banco;1013395;1,008;1,001;1,026;2023-08-18
PSI (PSI20);Altri;428;4,194;4,154;4,208;2023-08-21
PSI (PSI20);BCP;430;0,2472;0,2462;0,2495;2023-08-21
PSI (PSI20);Corticeira Amorim;15156;9,72;9,72;9,85;2023-08-21
PSI (PSI20);CTT Correios de Portugal SA;49929;3,30;3,29;3,37;2023-08-21
PSI (PSI20);EDP Renováveis;14606;16,67;16,56;16,72;2023-08-21
PSI (PSI20);Energias de Portugal;424;4,115;4,107;4,178;2023-08-21
PSI (PSI20);Galp Energia;421;12,46;12,35;12,66;2023-08-21
PSI (PSI20);Greenvolt Energias Renovaveis;1174982;6,090;6,040;6,120;2023-08-21
PSI (PSI20);Ibersol Reg;15165;6,68;6,68;6,80;2023-08-21
PSI (PSI20);Jeronimo Martins;423;23,70;23,34;23,86;2023-08-21
PSI (PSI20);Mota-Engil;433;2,420;2,375;2,435;2023-08-21
PSI (PSI20);Nos SGPS SA;13807;3,30;3,29;3,33;2023-08-21
PSI (PSI20);REN;434;2,430;2,430;2,465;2023-08-21
PSI (PSI20);Semapa;437;13,16;13,10;13,20;2023-08-21
PSI (PSI20);Sonae;439;0,9485;0,9485;0,9560;2023-08-21
PSI (PSI20);The Navigator;431;3,192;3,172;3,198;2023-08-21
DAX (GDAXI);Adidas;348;183,74;183,28;188,60;2023-08-21
DAX (GDAXI);Airbus Group;962988;128,06;126,78;128,48;2023-08-21
DAX (GDAXI);Allianz;347;220,80;220,50;223,25;2023-08-21
DAX (GDAXI);BASF;345;45,625;45,480;45,955;2023-08-21
DAX (GDAXI);Bayer;346;50,13;50,02;50,53;2023-08-21
DAX (GDAXI);Beiersdorf;6283;119,200;119,000;120,950;2023-08-21
DAX (GDAXI);BMW;652;99,240;98,350;99,870;2023-08-21
DAX (GDAXI);Brenntag AG;14145;72,040;71,660;72,540;2023-08-21
DAX (GDAXI);Commerzbank;358;10,205;10,055;10,275;2023-08-21
DAX (GDAXI);Continental;353;69,66;65,80;70,88;2023-08-21
DAX (GDAXI);Covestro;958839;47,420;46,980;48,140;2023-08-21
DAX (GDAXI);Daimler Truck Holding;1181372;33,57;33,30;33,71;2023-08-21
DAX (GDAXI);Deutsche Bank;352;9,797;9,797;9,915;2023-08-21
DAX (GDAXI);Deutsche Borse;359;161,500;161,300;163,000;2023-08-21
DAX (GDAXI);Deutsche Post;354;42,945;42,895;43,270;2023-08-21
DAX (GDAXI);Deutsche Tel.;656;19,096;18,994;19,218;2023-08-21
DAX (GDAXI);Dr Ing hc F Porsche Prf;1194617;101,85;101,60;103,40;2023-08-21
DAX (GDAXI);E.ON;9251;11,090;11,080;11,220;2023-08-21
DAX (GDAXI);Fresenius SE;6284;29,220;29,060;29,520;2023-08-21
DAX (GDAXI);Hannover Rueckversicherung AG;6298;194,20;193,95;196,20;2023-08-21
DAX (GDAXI);Heidelbergcement;6334;75,580;75,480;76,820;2023-08-21
DAX (GDAXI);Henkel;357;71,50;71,38;72,30;2023-08-21
DAX (GDAXI);Infineon;659;32,130;32,030;32,435;2023-08-21
DAX (GDAXI);Mercedes Benz Group;355;67,540;66,770;67,830;2023-08-21
DAX (GDAXI);Merck;658;157,95;157,95;160,35;2023-08-21
DAX (GDAXI);Mtu Aero Engines Holding AG;6321;204,80;201,80;206,30;2023-08-21
DAX (GDAXI);Munchener Ruck;662;355,80;354,20;358,90;2023-08-21
DAX (GDAXI);Porsche Automobil Holding SE;356;49,030;48,810;49,520;2023-08-21
DAX (GDAXI);Qiagen NV;6336;39,710;39,440;39,900;2023-08-21
DAX (GDAXI);Rheinmetall;665;249,000;247,900;252,600;2023-08-21
DAX (GDAXI);RWE;6306;38,170;37,890;38,570;2023-08-21
DAX (GDAXI);SAP;663;124,980;123,900;126,240;2023-08-21
DAX (GDAXI);Sartorius AG Vz;19900;347,800;347,800;360,200;2023-08-21
DAX (GDAXI);Siemens;350;134,92;134,50;135,50;2023-08-21
DAX (GDAXI);Siemens Energy AG;1166602;12,89;12,83;13,10;2023-08-21
DAX (GDAXI);Siemens Healthineers;1072226;45,48;45,40;45,88;2023-08-21
DAX (GDAXI);Symrise AG;6328;88,280;88,160;89,120;2023-08-21
DAX (GDAXI);Volkswagen VZO;22402;114,40;114,08;115,26;2023-08-21
DAX (GDAXI);Vonovia;49817;19,23;19,18;19,66;2023-08-21
DAX (GDAXI);Zalando SE;942333;26,57;26,48;27,01;2023-08-21
IBEX 35 (IBEX);Acciona;449;123,400;122,950;125,600;2023-08-21
IBEX 35 (IBEX);Acerinox;445;8,950;8,950;9,080;2023-08-21
IBEX 35 (IBEX);ACS;442;31,310;31,280;31,530;2023-08-21
IBEX 35 (IBEX);Aena;945627;138,45;138,30;140,35;2023-08-21
IBEX 35 (IBEX);Amadeus;14615;61,460;61,360;62,220;2023-08-21
IBEX 35 (IBEX);ArcelorMittal;32439;23,590;23,530;23,850;2023-08-21
IBEX 35 (IBEX);Banco de Sabadell;473;1,1090;1,0955;1,1180;2023-08-21
IBEX 35 (IBEX);Bankinter;447;6,022;5,944;6,056;2023-08-21
IBEX 35 (IBEX);BBVA;446;7,096;7,062;7,170;2023-08-21
IBEX 35 (IBEX);Caixabank;452;3,790;3,787;3,853;2023-08-21
IBEX 35 (IBEX);Cellnex Telecom;951681;33,96;33,82;34,55;2023-08-21
IBEX 35 (IBEX);Corporacion Acciona Energias Renovables;1174892;25,14;25,14;25,58;2023-08-21
IBEX 35 (IBEX);Enagas;453;15,280;15,280;15,500;2023-08-21
IBEX 35 (IBEX);Endesa;13816;18,585;18,515;18,880;2023-08-21
IBEX 35 (IBEX);Ferrovial;459;28,790;28,710;29,080;2023-08-21
IBEX 35 (IBEX);Fluidra SA;32285;20,220;19,990;21,080;2023-08-21
IBEX 35 (IBEX);Grifols;458;13,400;13,280;13,575;2023-08-21
IBEX 35 (IBEX);IAG;13809;1,896;1,882;1,913;2023-08-21
IBEX 35 (IBEX);Iberdrola;463;10,600;10,520;10,745;2023-08-21
IBEX 35 (IBEX);Inditex;461;34,110;33,960;34,480;2023-08-21
IBEX 35 (IBEX);Indra;465;13,210;13,180;13,290;2023-08-21
IBEX 35 (IBEX);Inmob colonial;9060;5,135;5,130;5,380;2023-08-21
IBEX 35 (IBEX);Laboratorios Farmaceuticos ROVI SA;32178;48,420;48,020;48,720;2023-08-21
IBEX 35 (IBEX);Logista;104388;24,72;24,66;25,16;2023-08-21
IBEX 35 (IBEX);Mapfre;466;1,879;1,878;1,904;2023-08-21
IBEX 35 (IBEX);Melia Hotels International SA;32188;6,080;6,080;6,185;2023-08-21
IBEX 35 (IBEX);Merlin Properties SA;102931;7,765;7,745;7,925;2023-08-21
IBEX 35 (IBEX);Naturgy Energy;456;25,540;25,440;25,760;2023-08-21
IBEX 35 (IBEX);Red Electrica;460;14,515;14,515;14,725;2023-08-21
IBEX 35 (IBEX);Repsol;462;14,005;13,895;14,140;2023-08-21
IBEX 35 (IBEX);Sacyr Valle;472;2,832;2,828;2,876;2023-08-21
IBEX 35 (IBEX);Santander;474;3,5610;3,5485;3,6120;2023-08-21
IBEX 35 (IBEX);Solaria Energia y Medio Ambiente;32180;13,025;13,000;13,225;2023-08-21
IBEX 35 (IBEX);Telefonica;469;3,6080;3,6000;3,6530;2023-08-21
IBEX 35 (IBEX);Unicaja Banco;1013395;1,013;1,010;1,022;2023-08-21
PSI (PSI20);Altri;428;4,230;4,180;4,230;2023-08-22
PSI (PSI20);BCP;430;0,2484;0,2473;0,2509;2023-08-22
PSI (PSI20);Corticeira Amorim;15156;9,71;9,65;10,02;2023-08-22
PSI (PSI20);CTT Correios de Portugal SA;49929;3,31;3,30;3,33;2023-08-22
PSI (PSI20);EDP Renováveis;14606;16,75;16,67;16,92;2023-08-22
PSI (PSI20);Energias de Portugal;424;4,131;4,124;4,165;2023-08-22
PSI (PSI20);Galp Energia;421;12,48;12,42;12,57;2023-08-22
PSI (PSI20);Greenvolt Energias Renovaveis;1174982;6,115;6,070;6,125;2023-08-22
PSI (PSI20);Ibersol Reg;15165;6,70;6,64;6,80;2023-08-22
PSI (PSI20);Jeronimo Martins;423;23,50;23,36;23,76;2023-08-22
PSI (PSI20);Mota-Engil;433;2,575;2,430;2,590;2023-08-22
PSI (PSI20);Nos SGPS SA;13807;3,27;3,27;3,32;2023-08-22
PSI (PSI20);REN;434;2,435;2,430;2,455;2023-08-22
PSI (PSI20);Semapa;437;13,14;13,14;13,24;2023-08-22
PSI (PSI20);Sonae;439;0,9430;0,9410;0,9520;2023-08-22
PSI (PSI20);The Navigator;431;3,238;3,192;3,242;2023-08-22
DAX (GDAXI);Adidas;348;184,00;181,32;187,62;2023-08-22
DAX (GDAXI);Airbus Group;962988;128,88;128,28;129,86;2023-08-22
DAX (GDAXI);Allianz;347;221,10;220,70;223,35;2023-08-22
DAX (GDAXI);BASF;345;45,860;45,745;46,755;2023-08-22
DAX (GDAXI);Bayer;346;50,19;50,06;50,60;2023-08-22
DAX (GDAXI);Beiersdorf;6283;119,150;118,650;119,750;2023-08-22
DAX (GDAXI);BMW;652;99,700;99,500;100,620;2023-08-22
DAX (GDAXI);Brenntag AG;14145;72,320;72,060;72,800;2023-08-22
DAX (GDAXI);Commerzbank;358;10,210;10,180;10,265;2023-08-22
DAX (GDAXI);Continental;353;69,54;69,02;70,50;2023-08-22
DAX (GDAXI);Covestro;958839;47,500;47,350;47,970;2023-08-22
DAX (GDAXI);Daimler Truck Holding;1181372;33,75;33,51;33,96;2023-08-22
DAX (GDAXI);Deutsche Bank;352;9,822;9,822;9,939;2023-08-22
DAX (GDAXI);Deutsche Borse;359;162,000;161,850;163,300;2023-08-22
DAX (GDAXI);Deutsche Post;354;43,145;43,030;43,405;2023-08-22
DAX (GDAXI);Deutsche Tel.;656;19,096;19,038;19,170;2023-08-22
DAX (GDAXI);Dr Ing hc F Porsche Prf;1194617;101,10;101,10;102,85;2023-08-22
DAX (GDAXI);E.ON;9251;11,035;11,025;11,170;2023-08-22
DAX (GDAXI);Fresenius SE;6284;29,210;29,050;29,450;2023-08-22
DAX (GDAXI);Hannover Rueckversicherung AG;6298;192,85;192,05;195,50;2023-08-22
DAX (GDAXI);Heidelbergcement;6334;76,340;76,000;77,060;2023-08-22
DAX (GDAXI);Henkel;357;71,98;71,64;72,26;2023-08-22
DAX (GDAXI);Infineon;659;33,000;32,385;33,255;2023-08-22
DAX (GDAXI);Mercedes Benz Group;355;67,790;67,610;68,260;2023-08-22
DAX (GDAXI);Merck;658;157,90;157,25;158,90;2023-08-22
DAX (GDAXI);Mtu Aero Engines Holding AG;6321;203,70;203,50;206,20;2023-08-22
DAX (GDAXI);Munchener Ruck;662;353,20;352,70;359,50;2023-08-22
DAX (GDAXI);Porsche Automobil Holding SE;356;49,120;49,030;49,435;2023-08-22
DAX (GDAXI);Qiagen NV;6336;40,740;39,910;40,780;2023-08-22
DAX (GDAXI);Rheinmetall;665;245,700;244,600;250,200;2023-08-22
DAX (GDAXI);RWE;6306;38,540;38,180;38,690;2023-08-22
DAX (GDAXI);SAP;663;127,600;125,475;128,450;2023-08-22
DAX (GDAXI);Sartorius AG Vz;19900;349,500;348,000;352,800;2023-08-22
DAX (GDAXI);Siemens;350;136,90;135,64;137,22;2023-08-22
DAX (GDAXI);Siemens Energy AG;1166602;13,20;12,99;13,27;2023-08-22
DAX (GDAXI);Siemens Healthineers;1072226;45,94;45,44;45,99;2023-08-22
DAX (GDAXI);Symrise AG;6328;89,340;88,640;89,400;2023-08-22
DAX (GDAXI);Volkswagen VZO;22402;114,42;114,42;115,48;2023-08-22
DAX (GDAXI);Vonovia;49817;19,77;19,39;19,89;2023-08-22
DAX (GDAXI);Zalando SE;942333;26,73;26,52;27,16;2023-08-22
IBEX 35 (IBEX);Acciona;449;124,400;123,850;125,150;2023-08-22
IBEX 35 (IBEX);Acerinox;445;9,040;8,990;9,086;2023-08-22
IBEX 35 (IBEX);ACS;442;31,740;31,440;31,820;2023-08-22
IBEX 35 (IBEX);Aena;945627;139,00;138,55;140,20;2023-08-22
IBEX 35 (IBEX);Amadeus;14615;61,500;61,360;62,140;2023-08-22
IBEX 35 (IBEX);ArcelorMittal;32439;24,250;23,750;24,310;2023-08-22
IBEX 35 (IBEX);Banco de Sabadell;473;1,1055;1,1055;1,1200;2023-08-22
IBEX 35 (IBEX);Bankinter;447;6,010;6,010;6,070;2023-08-22
IBEX 35 (IBEX);BBVA;446;7,128;7,116;7,208;2023-08-22
IBEX 35 (IBEX);Caixabank;452;3,810;3,800;3,840;2023-08-22
IBEX 35 (IBEX);Cellnex Telecom;951681;34,04;33,94;34,27;2023-08-22
IBEX 35 (IBEX);Corporacion Acciona Energias Renovables;1174892;25,62;25,14;25,76;2023-08-22
IBEX 35 (IBEX);Enagas;453;15,300;15,290;15,400;2023-08-22
IBEX 35 (IBEX);Endesa;13816;18,590;18,550;18,745;2023-08-22
IBEX 35 (IBEX);Ferrovial;459;29,150;28,860;29,230;2023-08-22
IBEX 35 (IBEX);Fluidra SA;32285;20,380;20,300;20,660;2023-08-22
IBEX 35 (IBEX);Grifols;458;13,345;13,295;13,560;2023-08-22
IBEX 35 (IBEX);IAG;13809;1,897;1,892;1,910;2023-08-22
IBEX 35 (IBEX);Iberdrola;463;10,680;10,630;10,740;2023-08-22
IBEX 35 (IBEX);Inditex;461;34,490;34,170;34,710;2023-08-22
IBEX 35 (IBEX);Indra;465;13,160;13,080;13,250;2023-08-22
IBEX 35 (IBEX);Inmob colonial;9060;5,280;5,165;5,290;2023-08-22
IBEX 35 (IBEX);Laboratorios Farmaceuticos ROVI SA;32178;49,480;48,480;49,940;2023-08-22
IBEX 35 (IBEX);Logista;104388;24,86;24,68;25,00;2023-08-22
IBEX 35 (IBEX);Mapfre;466;1,898;1,880;1,904;2023-08-22
IBEX 35 (IBEX);Melia Hotels International SA;32188;6,080;6,070;6,140;2023-08-22
IBEX 35 (IBEX);Merlin Properties SA;102931;7,885;7,820;7,905;2023-08-22
IBEX 35 (IBEX);Naturgy Energy;456;25,720;25,520;25,880;2023-08-22
IBEX 35 (IBEX);Red Electrica;460;14,520;14,505;14,650;2023-08-22
IBEX 35 (IBEX);Repsol;462;13,915;13,915;14,075;2023-08-22
IBEX 35 (IBEX);Sacyr Valle;472;2,868;2,842;2,876;2023-08-22
IBEX 35 (IBEX);Santander;474;3,5765;3,5710;3,6190;2023-08-22
IBEX 35 (IBEX);Solaria Energia y Medio Ambiente;32180;13,105;13,045;13,220;2023-08-22
IBEX 35 (IBEX);Telefonica;469;3,6080;3,6010;3,6470;2023-08-22
IBEX 35 (IBEX);Unicaja Banco;1013395;1,016;1,014;1,023;2023-08-22
PSI (PSI20);Altri;428;4,230;4,180;4,230;2023-08-23
PSI (PSI20);BCP;430;0,2484;0,2473;0,2509;2023-08-23
PSI (PSI20);Corticeira Amorim;15156;9,71;9,65;10,02;2023-08-23
PSI (PSI20);CTT Correios de Portugal SA;49929;3,31;3,30;3,33;2023-08-23
PSI (PSI20);EDP Renováveis;14606;16,75;16,67;16,92;2023-08-23
PSI (PSI20);Energias de Portugal;424;4,131;4,124;4,165;2023-08-23
PSI (PSI20);Galp Energia;421;12,48;12,42;12,57;2023-08-23
PSI (PSI20);Greenvolt Energias Renovaveis;1174982;6,115;6,070;6,125;2023-08-23
PSI (PSI20);Ibersol Reg;15165;6,70;6,64;6,80;2023-08-23
PSI (PSI20);Jeronimo Martins;423;23,50;23,36;23,76;2023-08-23
PSI (PSI20);Mota-Engil;433;2,575;2,430;2,590;2023-08-23
PSI (PSI20);Nos SGPS SA;13807;3,27;3,27;3,32;2023-08-23
PSI (PSI20);REN;434;2,435;2,430;2,455;2023-08-23
PSI (PSI20);Semapa;437;13,14;13,14;13,24;2023-08-23
PSI (PSI20);Sonae;439;0,9430;0,9410;0,9520;2023-08-23
PSI (PSI20);The Navigator;431;3,238;3,192;3,242;2023-08-23
DAX (GDAXI);Adidas;348;184,00;181,32;187,62;2023-08-23
DAX (GDAXI);Airbus Group;962988;128,88;128,28;129,86;2023-08-23
DAX (GDAXI);Allianz;347;221,10;220,70;223,35;2023-08-23
DAX (GDAXI);BASF;345;45,860;45,745;46,755;2023-08-23
DAX (GDAXI);Bayer;346;50,19;50,06;50,60;2023-08-23
DAX (GDAXI);Beiersdorf;6283;119,150;118,650;119,750;2023-08-23
DAX (GDAXI);BMW;652;99,700;99,500;100,620;2023-08-23
DAX (GDAXI);Brenntag AG;14145;72,320;72,060;72,800;2023-08-23
DAX (GDAXI);Commerzbank;358;10,210;10,180;10,265;2023-08-23
DAX (GDAXI);Continental;353;69,54;69,02;70,50;2023-08-23
DAX (GDAXI);Covestro;958839;47,500;47,350;47,970;2023-08-23
DAX (GDAXI);Daimler Truck Holding;1181372;33,75;33,51;33,96;2023-08-23
DAX (GDAXI);Deutsche Bank;352;9,822;9,822;9,939;2023-08-23
DAX (GDAXI);Deutsche Borse;359;162,000;161,850;163,300;2023-08-23
DAX (GDAXI);Deutsche Post;354;43,145;43,030;43,405;2023-08-23
DAX (GDAXI);Deutsche Tel.;656;19,096;19,038;19,170;2023-08-23
DAX (GDAXI);Dr Ing hc F Porsche Prf;1194617;101,10;101,10;102,85;2023-08-23
DAX (GDAXI);E.ON;9251;11,035;11,025;11,170;2023-08-23
DAX (GDAXI);Fresenius SE;6284;29,210;29,050;29,450;2023-08-23
DAX (GDAXI);Hannover Rueckversicherung AG;6298;192,85;192,05;195,50;2023-08-23
DAX (GDAXI);Heidelbergcement;6334;76,340;76,000;77,060;2023-08-23
DAX (GDAXI);Henkel;357;71,98;71,64;72,26;2023-08-23
DAX (GDAXI);Infineon;659;33,000;32,385;33,255;2023-08-23
DAX (GDAXI);Mercedes Benz Group;355;67,790;67,610;68,260;2023-08-23
DAX (GDAXI);Merck;658;157,90;157,25;158,90;2023-08-23
DAX (GDAXI);Mtu Aero Engines Holding AG;6321;203,70;203,50;206,20;2023-08-23
DAX (GDAXI);Munchener Ruck;662;353,20;352,70;359,50;2023-08-23
DAX (GDAXI);Porsche Automobil Holding SE;356;49,120;49,030;49,435;2023-08-23
DAX (GDAXI);Qiagen NV;6336;40,740;39,910;40,780;2023-08-23
DAX (GDAXI);Rheinmetall;665;245,700;244,600;250,200;2023-08-23
DAX (GDAXI);RWE;6306;38,540;38,180;38,690;2023-08-23
DAX (GDAXI);SAP;663;127,600;125,475;128,450;2023-08-23
DAX (GDAXI);Sartorius AG Vz;19900;349,500;348,000;352,800;2023-08-23
DAX (GDAXI);Siemens;350;136,90;135,64;137,22;2023-08-23
DAX (GDAXI);Siemens Energy AG;1166602;13,20;12,99;13,27;2023-08-23
DAX (GDAXI);Siemens Healthineers;1072226;45,94;45,44;45,99;2023-08-23
DAX (GDAXI);Symrise AG;6328;89,340;88,640;89,400;2023-08-23
DAX (GDAXI);Volkswagen VZO;22402;114,42;114,42;115,48;2023-08-23
DAX (GDAXI);Vonovia;49817;19,77;19,39;19,89;2023-08-23
DAX (GDAXI);Zalando SE;942333;26,73;26,52;27,16;2023-08-23
